                    Modec                                   
                    FPSO Cidade de Santos                   
                        Historical Alarm Report      Page :   1
Date : 18/06/13   Time : 20:30:20  Computer ID:FC010802 Rev:27.75.06-C1F2

Time      Date      Alarm                          State       Value        N.m3 or L      Tonnes     ID   Val 
18:29:22  18/06/13  M2 DP High Range Tx Fail Low   Alarm     .000000E+00   6677999.64     42160.56   1242   1
18:29:22  18/06/13  M1 DP High Range Tx Fail Low   Alarm     .000000E+00   4489599.62     50472.44   1142   1
18:29:21  18/06/13  M2 Pres Override in Use          ON     1.809099E+04   6677999.18     42160.56   1217   1
18:29:21  18/06/13  M2 Temp Override in Use          ON     4.491107E+01   6677999.18     42160.56   1216   1
18:29:21  18/06/13  M2 Pres Low                    Alarm     .000000E+00   6677999.18     42160.56   1229   1
18:29:21  18/06/13  M2 Temp Low                    Alarm     .000000E+00   6677999.18     42160.56   1225   1
18:29:21  18/06/13  M1 Pres Override in Use          ON     8.681698E+02   4489598.73     50472.44   1117   1
18:29:21  18/06/13  M1 Temp Override in Use          ON     4.735131E+01   4489598.73     50472.44   1116   1
18:29:21  18/06/13  M1 DP High                       OK     7.997593E+00   4489598.73     50472.44   1180   0
18:29:21  18/06/13  M1 Pres Low                    Alarm     .000000E+00   4489598.73     50472.44   1129   1
18:29:21  18/06/13  M1 Temp Low                    Alarm     .000000E+00   4489598.73     50472.44   1125   1
18:29:21  18/06/13  M2 MV Communication Fail       Alarm    3.316387E+03   6677998.72     42160.56   1296   1
18:29:21  18/06/13  M1 MV Communication Fail       Alarm    1.545788E+04   4489597.84     50472.44   1196   1
18:28:16  18/06/13  M3 MV Communication Fail         OK      .000000E+00   1322212.80       977.14   1396   0
18:28:16  18/06/13  M3 MV Communication Fail       Alarm     .000000E+00   1322212.80       977.14   1396   1
18:27:40  18/06/13  M2 Pres Low                      OK     1.786075E+04   6677905.19     42160.49   1229   0
18:27:40  18/06/13  M2 Temp Low                      OK     4.496207E+01   6677905.19     42160.49   1225   0
18:27:20  18/06/13  M2 DP High Range Tx Fail Low     OK     3.236039E+00   6677887.24     42160.48   1242   0
18:27:20  18/06/13  M2 MV Communication Fail         OK     3.325368E+03   6677886.78     42160.48   1296   0
18:27:20  18/06/13  M2 Pres Override in Use         OFF     1.795946E+04   6677886.78     42160.48   1217   0
18:27:20  18/06/13  M2 Temp Override in Use         OFF     4.509207E+01   6677886.78     42160.48   1216   0
18:27:19  18/06/13  M2 DP High Range Tx Fail Low   Alarm     .000000E+00   6677886.32     42160.48   1242   1
18:27:19  18/06/13  M2 Pres Override in Use          ON     1.809541E+04   6677885.85     42160.48   1217   1
18:27:19  18/06/13  M2 Temp Override in Use          ON     4.490721E+01   6677885.85     42160.48   1216   1
18:27:19  18/06/13  M2 Pres Low                    Alarm     .000000E+00   6677885.85     42160.48   1229   1
18:27:19  18/06/13  M2 Temp Low                    Alarm     .000000E+00   6677885.85     42160.48   1225   1
18:27:18  18/06/13  M2 MV Communication Fail       Alarm    3.328819E+03   6677885.39     42160.48   1296   1
18:27:18  18/06/13  M1 Flowrate High Alarm         Alarm    1.525801E+04   4489060.06     50471.90   1122   1
18:27:18  18/06/13  M1 Flowrate High High Alarm    Alarm    1.525801E+04   4489060.06     50471.90   1123   1
18:26:58  18/06/13  M1 Flowrate High Alarm         Alarm    1.455322E+04   4488974.77     50471.82   1122   1
18:26:44  18/06/13  M1 DP High                     Alarm    3.849405E+01   4488919.29     50471.76   1180   1
18:26:35  18/06/13  M1 DP High                       OK     3.401305E+01   4488887.76     50471.73   1180   0
18:25:44  18/06/13  M1 DP High                     Alarm    3.805156E+01   4488703.43     50471.55   1180   1
18:24:06  18/06/13  M1 DP Low                        OK     3.369522E+01   4488387.11     50471.23   1179   0
18:24:06  18/06/13  M1 Pres Low                      OK     8.324828E+02   4488387.11     50471.23   1129   0
18:24:06  18/06/13  M1 Temp Low                      OK     4.625800E+01   4488387.11     50471.23   1125   0
18:23:46  18/06/13  M1 DP High Range Tx Fail Low     OK     2.850006E+01   4488322.20     50471.17   1142   0
18:23:46  18/06/13  M1 DP Low                      Alarm    2.850006E+01   4488322.20     50471.17   1179   1
18:23:46  18/06/13  M1 MV Communication Fail         OK     9.955245E+03   4488320.57     50471.17   1196   0
18:23:46  18/06/13  M1 Pres Override in Use         OFF     8.460273E+02   4488320.57     50471.17   1117   0
18:23:46  18/06/13  M1 Temp Override in Use         OFF     4.638715E+01   4488320.57     50471.17   1116   0
18:23:45  18/06/13  M1 DP High Range Tx Fail Low   Alarm     .000000E+00   4488318.96     50471.17   1142   1
18:23:45  18/06/13  M1 Pres Override in Use          ON     8.659428E+02   4488318.10     50471.17   1117   1
18:23:45  18/06/13  M1 Temp Override in Use          ON     4.741556E+01   4488318.10     50471.17   1116   1
18:23:45  18/06/13  M1 Pres Low                    Alarm     .000000E+00   4488318.10     50471.17   1129   1
18:23:45  18/06/13  M1 Temp Low                    Alarm     .000000E+00   4488318.10     50471.17   1125   1
18:23:44  18/06/13  M1 MV Communication Fail       Alarm    1.178881E+04   4488317.24     50471.16   1196   1
17:44:45  18/06/13  M2 Pres Low                      OK     1.814103E+04   6675487.75     42158.72   1229   0
17:44:45  18/06/13  M2 Temp Low                      OK     4.502722E+01   6675487.75     42158.72   1225   0
17:44:44  18/06/13  M1 DP Low                        OK     3.769303E+00   4483442.00     50466.32   1179   0
17:44:25  18/06/13  M2 DP High Range Tx Fail Low     OK     3.607523E+00   6675469.24     42158.71   1242   0
17:44:25  18/06/13  M2 MV Communication Fail         OK     3.430698E+03   6675468.77     42158.71   1296   0
17:44:25  18/06/13  M2 Pres Override in Use         OFF     1.835521E+04   6675468.77     42158.71   1217   0
17:44:25  18/06/13  M2 Temp Override in Use         OFF     4.496207E+01   6675468.77     42158.71   1216   0
17:44:24  18/06/13  M2 DP High Range Tx Fail Low   Alarm     .000000E+00   6675468.29     42158.71   1242   1
17:44:24  18/06/13  M2 Pres Override in Use          ON     1.804603E+04   6675467.81     42158.71   1217   1
17:44:24  18/06/13  M2 Temp Override in Use          ON     4.484045E+01   6675467.81     42158.71   1216   1
17:44:24  18/06/13  M2 Pres Low                    Alarm     .000000E+00   6675467.81     42158.71   1229   1
17:44:24  18/06/13  M2 Temp Low                    Alarm     .000000E+00   6675467.81     42158.71   1225   1
17:44:23  18/06/13  M2 MV Communication Fail       Alarm    3.431007E+03   6675467.34     42158.71   1296   1
17:43:59  18/06/13  M1 DP Low                      Alarm    9.603474E-01   4483396.15     50466.28   1179   1
17:40:44  18/06/13  M2 Pres Low                      OK     1.776821E+04   6675262.36     42158.56   1229   0
17:40:44  18/06/13  M2 Temp Low                      OK     4.460492E+01   6675262.36     42158.56   1225   0
17:40:44  18/06/13  M1 Pres Low                      OK     8.958455E+02   4483127.90     50466.01   1129   0
17:40:44  18/06/13  M1 Temp Low                      OK     4.277597E+01   4483127.90     50466.01   1125   0
17:40:24  18/06/13  M2 DP High Range Tx Fail Low     OK     3.204950E+00   6675244.49     42158.55   1242   0
17:40:24  18/06/13  M1 DP High Range Tx Fail Low     OK     5.019432E+00   4483104.79     50465.99   1142   0
17:40:24  18/06/13  M2 MV Communication Fail         OK     3.330380E+03   6675244.03     42158.55   1296   0
17:40:24  18/06/13  M2 Pres Override in Use         OFF     1.788891E+04   6675244.03     42158.55   1217   0
17:40:24  18/06/13  M2 Temp Override in Use         OFF     4.479977E+01   6675244.03     42158.55   1216   0
17:40:24  18/06/13  M1 MV Communication Fail         OK     4.426564E+03   4483104.14     50465.99   1196   0
17:40:24  18/06/13  M1 Pres Override in Use         OFF     8.790012E+02   4483104.14     50465.99   1117   0
17:40:24  18/06/13  M1 Temp Override in Use         OFF     4.274384E+01   4483104.14     50465.99   1116   0
17:40:23  18/06/13  M2 DP High Range Tx Fail Low   Alarm     .000000E+00   6675243.57     42158.55   1242   1
17:40:23  18/06/13  M1 DP High Range Tx Fail Low   Alarm     .000000E+00   4483103.52     50465.99   1142   1
17:40:23  18/06/13  M2 Pres Override in Use          ON     1.804881E+04   6675243.10     42158.55   1217   1
17:40:23  18/06/13  M2 Temp Override in Use          ON     4.484725E+01   6675243.10     42158.55   1216   1
17:40:23  18/06/13  M2 Pres Low                    Alarm     .000000E+00   6675243.10     42158.55   1229   1
17:40:23  18/06/13  M2 Temp Low                    Alarm     .000000E+00   6675243.10     42158.55   1225   1
17:40:23  18/06/13  M1 Pres Override in Use          ON     8.587047E+02   4483102.92     50465.99   1117   1
17:40:23  18/06/13  M1 Temp Override in Use          ON     4.685355E+01   4483102.92     50465.99   1116   1
17:40:23  18/06/13  M1 Pres Low                    Alarm     .000000E+00   4483102.92     50465.99   1129   1
17:40:23  18/06/13  M1 Temp Low                    Alarm     .000000E+00   4483102.92     50465.99   1125   1
17:40:22  18/06/13  M2 MV Communication Fail       Alarm    3.337714E+03   6675242.64     42158.55   1296   1
17:40:22  18/06/13  M1 MV Communication Fail       Alarm    4.395456E+03   4483102.30     50465.98   1196   1
17:39:29  18/06/13  M3 Pres Low                      OK     1.796821E+04   1322212.80       977.14   1329   0
17:39:29  18/06/13  M3 Temp Low                      OK     2.346915E+01   1322212.80       977.14   1325   0
17:39:29  18/06/13  M1 Pres Low                      OK     8.618237E+02   4483038.86     50465.92   1129   0
17:39:29  18/06/13  M1 Temp Low                      OK     4.277597E+01   4483038.86     50465.92   1125   0
17:39:10  18/06/13  M3 DP High Range Tx Fail Low     OK    -9.671323E-02   1322212.80       977.14   1342   0
17:39:10  18/06/13  M1 DP High Range Tx Fail Low     OK     4.715273E+00   4483015.59     50465.90   1142   0
17:39:09  18/06/13  M3 MV Communication Fail         OK      .000000E+00   1322212.80       977.14   1396   0
17:39:09  18/06/13  M3 Pres Override in Use         OFF     1.796981E+04   1322212.80       977.14   1317   0
17:39:09  18/06/13  M3 Temp Override in Use         OFF     2.353314E+01   1322212.80       977.14   1316   0
17:39:09  18/06/13  M1 MV Communication Fail         OK     4.275030E+03   4483014.95     50465.90   1196   0
17:39:09  18/06/13  M1 Pres Override in Use         OFF     8.585189E+02   4483014.95     50465.90   1117   0
17:39:09  18/06/13  M1 Temp Override in Use         OFF     4.277612E+01   4483014.95     50465.90   1116   0
17:39:09  18/06/13  M1 DP High Range Tx Fail Low   Alarm     .000000E+00   4483014.34     50465.90   1142   1
17:39:08  18/06/13  M3 Pres Override in Use          ON     1.799324E+04   1322212.80       977.14   1317   1
17:39:08  18/06/13  M3 Temp Override in Use          ON     2.369554E+01   1322212.80       977.14   1316   1
17:39:08  18/06/13  M1 Pres Override in Use          ON     8.585320E+02   4483013.75     50465.90   1117   1
17:39:08  18/06/13  M1 Temp Override in Use          ON     4.693868E+01   4483013.75     50465.90   1116   1
17:39:08  18/06/13  M1 Pres Low                    Alarm     .000000E+00   4483013.75     50465.90   1129   1
17:39:08  18/06/13  M1 Temp Low                    Alarm     .000000E+00   4483013.75     50465.90   1125   1
17:39:08  18/06/13  M3 MV Communication Fail       Alarm     .000000E+00   1322212.80       977.14   1396   1
17:39:08  18/06/13  M1 MV Communication Fail       Alarm    4.245438E+03   4483013.16     50465.90   1196   1
17:35:32  18/06/13  M1 DP Low                        OK     4.905365E+00   4482755.74     50465.64   1179   0
17:35:31  18/06/13  M1 Pres Low                      OK     9.034216E+02   4482754.35     50465.64   1129   0
17:35:31  18/06/13  M1 Temp Low                      OK     4.348615E+01   4482754.35     50465.64   1125   0
17:35:12  18/06/13  M1 DP High Range Tx Fail Low     OK     2.989141E+00   4482730.70     50465.62   1142   0
17:35:11  18/06/13  M1 MV Communication Fail         OK     3.769773E+03   4482730.18     50465.62   1196   0
17:35:11  18/06/13  M1 Pres Override in Use         OFF     9.123375E+02   4482730.18     50465.62   1117   0
17:35:11  18/06/13  M1 Temp Override in Use         OFF     4.345386E+01   4482730.18     50465.62   1116   0
17:35:11  18/06/13  M1 DP High Range Tx Fail Low   Alarm     .000000E+00   4482729.67     50465.61   1142   1
17:35:10  18/06/13  M1 Pres Override in Use          ON     8.593591E+02   4482729.14     50465.61   1117   1
17:35:10  18/06/13  M1 Temp Override in Use          ON     4.719113E+01   4482729.14     50465.61   1116   1
17:35:10  18/06/13  M1 Pres Low                    Alarm     .000000E+00   4482729.14     50465.61   1129   1
17:35:10  18/06/13  M1 Temp Low                    Alarm     .000000E+00   4482729.14     50465.61   1125   1
17:35:10  18/06/13  M1 MV Communication Fail       Alarm    3.651938E+03   4482728.62     50465.61   1196   1
17:34:52  18/06/13  M1 DP Low                      Alarm    9.192432E-01   4482714.80     50465.60   1179   1
17:34:33  18/06/13  M2 Pres Low                      OK     1.799080E+04   6674918.15     42158.31   1229   0
17:34:33  18/06/13  M2 Temp Low                      OK     4.486478E+01   6674918.15     42158.31   1225   0
17:34:33  18/06/13  M1 Pres Low                      OK     8.674210E+02   4482697.27     50465.58   1129   0
17:34:33  18/06/13  M1 Temp Low                      OK     4.335715E+01   4482697.27     50465.58   1125   0
17:34:13  18/06/13  M2 DP High Range Tx Fail Low     OK     3.453157E+00   6674899.84     42158.29   1242   0
17:34:13  18/06/13  M1 DP High Range Tx Fail Low     OK     3.117214E+00   4482678.77     50465.56   1142   0
17:34:13  18/06/13  M2 MV Communication Fail         OK     3.378884E+03   6674899.37     42158.29   1296   0
17:34:13  18/06/13  M2 Pres Override in Use         OFF     1.809254E+04   6674899.37     42158.29   1217   0
17:34:13  18/06/13  M2 Temp Override in Use         OFF     4.463733E+01   6674899.37     42158.29   1216   0
17:34:13  18/06/13  M1 MV Communication Fail         OK     3.909607E+03   4482678.22     50465.56   1196   0
17:34:13  18/06/13  M1 Pres Override in Use         OFF     8.489197E+02   4482678.22     50465.56   1117   0
17:34:13  18/06/13  M1 Temp Override in Use         OFF     4.329300E+01   4482678.22     50465.56   1116   0
17:34:12  18/06/13  M2 DP High Range Tx Fail Low   Alarm     .000000E+00   6674898.90     42158.29   1242   1
17:34:12  18/06/13  M1 DP High Range Tx Fail Low   Alarm     .000000E+00   4482677.67     50465.56   1142   1
17:34:12  18/06/13  M2 Pres Override in Use          ON     1.805970E+04   6674898.43     42158.29   1217   1
17:34:12  18/06/13  M2 Temp Override in Use          ON     4.486003E+01   6674898.43     42158.29   1216   1
17:34:12  18/06/13  M2 Pres Low                    Alarm     .000000E+00   6674898.43     42158.29   1229   1
17:34:12  18/06/13  M2 Temp Low                    Alarm     .000000E+00   6674898.43     42158.29   1225   1
17:34:12  18/06/13  M1 Pres Override in Use          ON     8.590665E+02   4482677.12     50465.56   1117   1
17:34:12  18/06/13  M1 Temp Override in Use          ON     4.725239E+01   4482677.12     50465.56   1116   1
17:34:12  18/06/13  M1 Pres Low                    Alarm     .000000E+00   4482677.12     50465.56   1129   1
17:34:12  18/06/13  M1 Temp Low                    Alarm     .000000E+00   4482677.12     50465.56   1125   1
17:34:11  18/06/13  M2 MV Communication Fail       Alarm    3.378565E+03   6674897.96     42158.29   1296   1
17:34:11  18/06/13  M1 MV Communication Fail       Alarm    3.775264E+03   4482676.56     50465.56   1196   1
17:32:38  18/06/13  M1 DP Low                        OK     4.290287E+00   4482575.34     50465.46   1179   0
17:31:52  18/06/13  M1 Flowrate Low Low Alarm        OK     2.975115E+03   4482525.30     50465.41   1120   0
17:30:59  18/06/13  M1 Flowrate Low Low Alarm      Alarm    1.886182E+03   4482492.00     50465.38   1120   1
17:30:00  18/06/13  M1 Flowrate Low Low Alarm        OK     3.304745E+03   4482437.49     50465.32   1120   0
17:28:31  18/06/13  M1 Flowrate Low Alarm          Alarm    1.848964E+03   4482376.05     50465.26   1121   1
17:28:31  18/06/13  M1 Flowrate Low Low Alarm      Alarm    1.848964E+03   4482376.05     50465.26   1120   1
17:28:20  18/06/13  M1 Flowrate Low Alarm          Alarm    1.976643E+03   4482369.80     50465.26   1121   1
17:26:07  18/06/13  M1 Flowrate Low Low Alarm        OK     3.636228E+03   4482252.11     50465.14   1120   0
17:25:09  18/06/13  M1 Flowrate Low Alarm          Alarm    1.783597E+03   4482222.98     50465.11   1121   1
17:25:09  18/06/13  M1 Flowrate Low Low Alarm      Alarm    1.783597E+03   4482222.98     50465.11   1120   1
17:25:08  18/06/13  M1 Flowrate Low Alarm          Alarm    1.956170E+03   4482222.80     50465.11   1121   1
17:23:12  18/06/13  M1 DP Low                      Alarm    9.504427E-01   4482130.94     50465.02   1179   1
17:22:50  18/06/13  M1 DP Low                        OK     4.010976E+00   4482109.11     50465.00   1179   0
17:22:48  18/06/13  M1 Flowrate Low Low Alarm        OK     4.258791E+03   4482106.67     50465.00   1120   0
17:22:16  18/06/13  M1 Flowrate Low Alarm          Alarm    1.799486E+03   4482076.66     50464.97   1121   1
17:22:16  18/06/13  M1 Flowrate Low Low Alarm      Alarm    1.799486E+03   4482076.66     50464.97   1120   1
17:22:16  18/06/13  M1 Flowrate Low Alarm          Alarm    1.923670E+03   4482076.43     50464.97   1121   1
17:22:13  18/06/13  M1 DP Low                      Alarm    9.935279E-01   4482075.22     50464.96   1179   1
17:21:11  18/06/13  M2 Pres Low                      OK     1.836466E+04   6674166.33     42157.76   1229   0
17:21:11  18/06/13  M2 Temp Low                      OK     4.528696E+01   6674166.33     42157.76   1225   0
17:20:52  18/06/13  M2 DP High Range Tx Fail Low     OK     3.681061E+00   6674147.76     42157.74   1242   0
17:20:51  18/06/13  M2 MV Communication Fail         OK     3.417706E+03   6674147.29     42157.74   1296   0
17:20:51  18/06/13  M2 Pres Override in Use         OFF     1.830686E+04   6674147.29     42157.74   1217   0
17:20:51  18/06/13  M2 Temp Override in Use         OFF     4.522211E+01   6674147.29     42157.74   1216   0
17:20:51  18/06/13  M2 DP High Range Tx Fail Low   Alarm     .000000E+00   6674146.82     42157.74   1242   1
17:20:50  18/06/13  M2 Pres Override in Use          ON     1.805039E+04   6674146.34     42157.74   1217   1
17:20:50  18/06/13  M2 Temp Override in Use          ON     4.482519E+01   6674146.34     42157.74   1216   1
17:20:50  18/06/13  M2 Pres Low                    Alarm     .000000E+00   6674146.34     42157.74   1229   1
17:20:50  18/06/13  M2 Temp Low                    Alarm     .000000E+00   6674146.34     42157.74   1225   1
17:20:50  18/06/13  M2 MV Communication Fail       Alarm    3.418257E+03   6674145.87     42157.74   1296   1
17:20:01  18/06/13  M2 Pres Low                      OK     1.821148E+04   6674100.14     42157.71   1229   0
17:20:01  18/06/13  M2 Temp Low                      OK     4.535196E+01   6674100.14     42157.71   1225   0
17:19:42  18/06/13  M2 DP High Range Tx Fail Low     OK     3.753067E+00   6674081.63     42157.70   1242   0
17:19:41  18/06/13  M2 MV Communication Fail         OK     3.432939E+03   6674081.16     42157.70   1296   0
17:19:41  18/06/13  M2 Pres Override in Use         OFF     1.843650E+04   6674081.16     42157.70   1217   0
17:19:41  18/06/13  M2 Temp Override in Use         OFF     4.541696E+01   6674081.16     42157.70   1216   0
17:19:41  18/06/13  M2 DP High Range Tx Fail Low   Alarm     .000000E+00   6674080.69     42157.70   1242   1
17:19:40  18/06/13  M2 Pres Override in Use          ON     1.804688E+04   6674080.21     42157.69   1217   1
17:19:40  18/06/13  M2 Temp Override in Use          ON     4.481643E+01   6674080.21     42157.69   1216   1
17:19:40  18/06/13  M2 Pres Low                    Alarm     .000000E+00   6674080.21     42157.69   1229   1
17:19:40  18/06/13  M2 Temp Low                    Alarm     .000000E+00   6674080.21     42157.69   1225   1
17:19:40  18/06/13  M2 MV Communication Fail       Alarm    3.449559E+03   6674079.73     42157.69   1296   1
17:17:45  18/06/13  M1 Pres Low                      OK     8.838651E+02   4481797.79     50464.69   1129   0
17:17:45  18/06/13  M1 Temp Low                      OK     4.629590E+01   4481797.79     50464.69   1125   0
17:17:25  18/06/13  M1 DP High Range Tx Fail Low     OK     1.762361E+00   4481780.04     50464.67   1142   0
17:17:25  18/06/13  M1 MV Communication Fail         OK     3.429230E+03   4481779.62     50464.67   1196   0
17:17:25  18/06/13  M1 Pres Override in Use         OFF     8.709822E+02   4481779.62     50464.67   1117   0
17:17:25  18/06/13  M1 Temp Override in Use         OFF     4.639276E+01   4481779.62     50464.67   1116   0
17:17:21  18/06/13  M1 DP High Range Tx Fail Low   Alarm     .000000E+00   4481776.30     50464.67   1142   1
17:17:21  18/06/13  M1 Pres Override in Use          ON     8.622220E+02   4481775.78     50464.67   1117   1
17:17:21  18/06/13  M1 Temp Override in Use          ON     4.823189E+01   4481775.78     50464.67   1116   1
17:17:21  18/06/13  M1 Pres Low                    Alarm     .000000E+00   4481775.78     50464.67   1129   1
17:17:21  18/06/13  M1 Temp Low                    Alarm     .000000E+00   4481775.78     50464.67   1125   1
17:17:20  18/06/13  M1 MV Communication Fail       Alarm    3.867599E+03   4481775.25     50464.67   1196   1
17:17:13  18/06/13  M2 Pres Low                      OK     1.819432E+04   6673939.09     42157.59   1229   0
17:17:13  18/06/13  M2 Temp Low                      OK     4.496222E+01   6673939.09     42157.59   1225   0
17:17:13  18/06/13  M1 Pres Low                      OK     8.683403E+02   4481767.17     50464.66   1129   0
17:17:13  18/06/13  M1 Temp Low                      OK     4.645734E+01   4481767.17     50464.66   1125   0
17:16:53  18/06/13  M2 DP High Range Tx Fail Low     OK     3.537390E+00   6673920.73     42157.58   1242   0
17:16:53  18/06/13  M1 DP High Range Tx Fail Low     OK     3.691339E+00   4481745.64     50464.64   1142   0
17:16:53  18/06/13  M2 MV Communication Fail         OK     3.377040E+03   6673920.26     42157.58   1296   0
17:16:53  18/06/13  M2 Pres Override in Use         OFF     1.809889E+04   6673920.26     42157.58   1217   0
17:16:53  18/06/13  M2 Temp Override in Use         OFF     4.499466E+01   6673920.26     42157.58   1216   0
17:16:53  18/06/13  M1 MV Communication Fail         OK     4.039579E+03   4481745.06     50464.64   1196   0
17:16:53  18/06/13  M1 Pres Override in Use         OFF     8.719734E+02   4481745.06     50464.64   1117   0
17:16:53  18/06/13  M1 Temp Override in Use         OFF     4.655420E+01   4481745.06     50464.64   1116   0
17:16:52  18/06/13  M2 DP High Range Tx Fail Low   Alarm     .000000E+00   6673919.80     42157.58   1242   1
17:16:52  18/06/13  M1 DP High Range Tx Fail Low   Alarm     .000000E+00   4481744.48     50464.64   1142   1
17:16:52  18/06/13  M2 Pres Override in Use          ON     1.803132E+04   6673919.33     42157.58   1217   1
17:16:52  18/06/13  M2 Temp Override in Use          ON     4.479850E+01   6673919.33     42157.58   1216   1
17:16:52  18/06/13  M2 Pres Low                    Alarm     .000000E+00   6673919.33     42157.58   1229   1
17:16:52  18/06/13  M2 Temp Low                    Alarm     .000000E+00   6673919.33     42157.58   1225   1
17:16:52  18/06/13  M1 Pres Override in Use          ON     8.621643E+02   4481743.90     50464.64   1117   1
17:16:52  18/06/13  M1 Temp Override in Use          ON     4.824553E+01   4481743.90     50464.64   1116   1
17:16:52  18/06/13  M1 Pres Low                    Alarm     .000000E+00   4481743.90     50464.64   1129   1
17:16:52  18/06/13  M1 Temp Low                    Alarm     .000000E+00   4481743.90     50464.64   1125   1
17:16:51  18/06/13  M2 MV Communication Fail       Alarm    3.376525E+03   6673918.86     42157.58   1296   1
17:16:51  18/06/13  M1 MV Communication Fail       Alarm    3.915600E+03   4481743.33     50464.63   1196   1
17:11:08  18/06/13  M3 MV Communication Fail         OK      .000000E+00   1322212.80       977.14   1396   0
17:11:07  18/06/13  M3 MV Communication Fail       Alarm     .000000E+00   1322212.80       977.14   1396   1
17:08:56  18/06/13  M1 DP Low                        OK     4.177374E+00   4481163.98     50464.06   1179   0
17:07:04  18/06/13  M4 Flowrate Low Low Alarm        OK     6.589308E+03   1311783.44     53021.58   1420   0
17:07:03  18/06/13  M4 DP Low                        OK     2.865682E+01   1311781.60     53021.58   1479   0
17:06:57  18/06/13  M2 Flowrate Low Low Alarm        OK     3.257719E+03   6673362.28     42157.17   1220   0
17:06:56  18/06/13  M2 DP Low                        OK     7.017581E+00   6673361.37     42157.17   1279   0
17:06:50  18/06/13  M1 Flowrate Low Low Alarm        OK     3.351748E+03   4481046.75     50463.94   1120   0
17:06:43  18/06/13  M4 Calculation Out of Range    Alarm     .000000E+00   1311746.43     53021.55   1413   1
17:06:43  18/06/13  M4 Inactive (Low Flow Cutoff)   OFF     6.598525E+02   1311745.93     53021.55   1458   0
17:06:37  18/06/13  M2 Calculation Out of Range    Alarm     .000000E+00   6673343.78     42157.16   1213   1

